,pl_name,disc_facility,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,sy_vmag,sy_kmag,sy_gaiamag
15,Gliese 12 b,Transiting Exoplanet Survey Satellite (TESS),12.761408,0.958,3.87,0.5,3296,0.2617,0.2414,12.6,7.807,11.3963
25,HD 110113 b,Transiting Exoplanet Survey Satellite (TESS),2.541,2.05,4.55,0.093,5732,0.968,0.997,10.09,8.502,9.91036
27,HD 1397 b,Transiting Exoplanet Survey Satellite (TESS),11.53533,11.500434,131.89945,0.251,5521,2.336,1.324,7.79,5.988,7.59336
28,HD 152843 b,Transiting Exoplanet Survey Satellite (TESS),11.6264,3.41,11.56,0.14,6310,1.43,1.15,8.855,7.629,8.76412
29,HD 152843 c,Transiting Exoplanet Survey Satellite (TESS),24.38,5.83,27.5,0.115,6310,1.43,1.15,8.855,7.629,8.76412
30,HD 15337 b,Transiting Exoplanet Survey Satellite (TESS),4.7559804,1.77,6.519,0.058,5131,0.855,0.829,9.1,7.044,8.85598
31,HD 15337 c,Transiting Exoplanet Survey Satellite (TESS),17.180546,2.526,6.792,0.096,5131,0.855,0.829,9.1,7.044,8.85598
34,HD 183579 b,Transiting Exoplanet Survey Satellite (TESS),17.471291,3.49,20.4,0.061,5784,0.96,0.996,8.67,7.15,8.51549
35,HD 18599 b,Transiting Exoplanet Survey Satellite (TESS),4.1374354,2.6,24.1,0.34,5145,0.767,0.863,8.99,6.883,8.73117
36,HD 191939 b,Transiting Exoplanet Survey Satellite (TESS),8.8803256,3.41,10,0.031,5348,0.94,0.81,8.97,7.18,8.77476
37,HD 191939 c,Transiting Exoplanet Survey Satellite (TESS),28.579743,3.195,8,0.034,5348,0.94,0.81,8.97,7.18,8.77476
38,HD 191939 d,Transiting Exoplanet Survey Satellite (TESS),38.353037,2.995,2.8,0.031,5348,0.94,0.81,8.97,7.18,8.77476
39,HD 202772 A b,Transiting Exoplanet Survey Satellite (TESS),3.308958,17.317905,323.23311,0.038,6272,2.591,1.72,8.324,6.959,8.22688
40,HD 20329 b,Transiting Exoplanet Survey Satellite (TESS),0.926118,1.72,7.42,0,5596,1.13,0.9,8.76,7.116,8.59089
41,HD 207496 b,Transiting Exoplanet Survey Satellite (TESS),6.441008,2.25,6.1,0.231,4819,0.769,0.8,8.23,5.967,7.97255
42,HD 207897 b,Transiting Exoplanet Survey Satellite (TESS),16.20166,2.34302132,14.8,0,5106,0.7827,0.8208,8.37,6.312,8.13037
43,HD 213885 b,Transiting Exoplanet Survey Satellite (TESS),1.008035,1.745,8.83,0,5978,1.1011,1.068,7.95,6.419,7.80173
44,HD 21520 b,Transiting Exoplanet Survey Satellite (TESS),25.1292,2.697,17.7,0,5871,1.044,1.09,9.17,7.707,9.01796
46,HD 219666 b,Transiting Exoplanet Survey Satellite (TESS),6.034468,4.898,17.6,0.05,5540,1.059,1.02,9.809,8.158,9.64956
47,HD 221416 b,Transiting Exoplanet Survey Satellite (TESS),14.2767,9.17,60.5,0.115,5080,2.943,1.212,8.15,6.043,7.90776
49,HD 23472 b,Transiting Exoplanet Survey Satellite (TESS),17.667087,2,8.32,0.072,4684,0.71,0.67,9.73,7.207,9.38476
50,HD 23472 c,Transiting Exoplanet Survey Satellite (TESS),29.79749,1.87,3.41,0.063,4684,0.71,0.67,9.73,7.207,9.38476
51,HD 23472 d,Transiting Exoplanet Survey Satellite (TESS),3.97664,0.75,0.55,0.07,4684,0.71,0.67,9.73,7.207,9.38476
52,HD 23472 e,Transiting Exoplanet Survey Satellite (TESS),7.90754,0.818,0.72,0.07,4684,0.71,0.67,9.73,7.207,9.38476
53,HD 23472 f,Transiting Exoplanet Survey Satellite (TESS),12.1621839,1.137,0.77,0.07,4684,0.71,0.67,9.73,7.207,9.38476
54,HD 235088 b,Transiting Exoplanet Survey Satellite (TESS),7.4341325,1.982,4.15,0,5075,0.772,0.849,9.19,7.084,8.94271
55,HD 25463 b,Transiting Exoplanet Survey Satellite (TESS),7.0491423,2.54535814,8.7,0,6353,1.4182,1.251,6.91134,5.706,6.77613
56,HD 25463 c,Transiting Exoplanet Survey Satellite (TESS),3.04405,1.36354953,4.3,0,6353,1.4182,1.251,6.91134,5.706,6.77613
57,HD 260655 b,Transiting Exoplanet Survey Satellite (TESS),2.76953,1.24,2.14,0.039,3803,0.439,0.439,9.63,5.862,8.876041
58,HD 260655 c,Transiting Exoplanet Survey Satellite (TESS),5.70588,1.533,3.09,0.038,3803,0.439,0.439,9.63,5.862,8.876041
59,HD 2685 b,Transiting Exoplanet Survey Satellite (TESS),4.12688,16.14096,371.8611,0.091,6801,1.56,1.43,9.595,8.595,9.52025
60,HD 28109 b,Transiting Exoplanet Survey Satellite (TESS),22.89104,2.199,18.496,0.3307,6120,1.446,1.26,9.42,8.175,9.29976
61,HD 28109 c,Transiting Exoplanet Survey Satellite (TESS),56.00819,4.23,7.943,0.1203,6120,1.446,1.26,9.42,8.175,9.29976
62,HD 28109 d,Transiting Exoplanet Survey Satellite (TESS),84.25999,3.25,5.681,0.0864,6120,1.446,1.26,9.42,8.175,9.29976
63,HD 332231 b,Transiting Exoplanet Survey Satellite (TESS),18.712024,9.07303305,74.1,0,6128,1.266,1.1642,8.558,7.242,8.41839
64,HD 35843 c,Transiting Exoplanet Survey Satellite (TESS),46.9622,2.54,11.32,0.153,5666,0.897,0.94,9.36,7.782,9.19551
66,HD 5278 b,Transiting Exoplanet Survey Satellite (TESS),14.339156,2.45,7.8,0.08,6203,1.194,1.126,7.94,6.605,7.80375
68,HD 6061 b,Transiting Exoplanet Survey Satellite (TESS),5.2549,2.42763557,10,0,5934,1.0072,1.0269,8.844,7.392,8.69933
72,HD 63935 b,Transiting Exoplanet Survey Satellite (TESS),9.058807,2.91575244,10.5,0,5513,0.9598,0.9406,8.58,6.881,8.39353
73,HD 73583 b,Transiting Exoplanet Survey Satellite (TESS),6.398042,2.79,10.2,0.09,4511,0.65,0.73,9.67,6.948,9.27033
74,HD 73583 c,Transiting Exoplanet Survey Satellite (TESS),18.87974,2.39,9.7,0.08,4511,0.65,0.73,9.67,6.948,9.27033
75,HD 77946 b,Transiting Exoplanet Survey Satellite (TESS),6.527363,2.89646124,10.9,0.211,6007,1.3174,1.1973,8.99,7.622,8.85184
76,HD 86226 c,Transiting Exoplanet Survey Satellite (TESS),3.98442,2.16,7.25,0.075,5863,1.053,1.019,7.93,6.463,7.7713
77,HD 93963 A b,Transiting Exoplanet Survey Satellite (TESS),1.0376109,1.46954368,2.8,0,5908,1.0311,1.0844,9.182,7.776,9.03376
78,HD 93963 A c,Transiting Exoplanet Survey Satellite (TESS),3.6451389,3.11976057,18.4,0,5908,1.0311,1.0844,9.182,7.776,9.03376
81,HIP 65 A b,Transiting Exoplanet Survey Satellite (TESS),0.9809734,22.75427,1021.18779,0,4590,0.7242,0.781,11,8.29,10.5895
84,HIP 8152 b,Transiting Exoplanet Survey Satellite (TESS),10.751014,2.53625843,8.9,0,5618,0.9603,0.9373,10.07,8.449,9.90726
85,HIP 8152 c,Transiting Exoplanet Survey Satellite (TESS),19.60562,2.52442508,10.7,0.2,5618,0.9603,0.9373,10.07,8.449,9.90726
86,HIP 94235 b,Transiting Exoplanet Survey Satellite (TESS),7.713057,3,379,0.32,5991,1.08,1.094,8.31,6.881,8.16034
87,HIP 9618 b,Transiting Exoplanet Survey Satellite (TESS),20.772858,3.82838127,8.3,0,5649,0.9593,0.942,9.2,7.559,9.02543
88,HIP 9618 c,Transiting Exoplanet Survey Satellite (TESS),52.56363,3.42855926,7,0,5649,0.9593,0.942,9.2,7.559,9.02543
89,HIP 97166 b,Transiting Exoplanet Survey Satellite (TESS),10.288914,2.4801338,19.1,0.29,5216,0.8418,0.9342,9.92,7.923,9.68443
90,HR 858 b,Transiting Exoplanet Survey Satellite (TESS),3.585287,2.004,3.55,0,6354,1.258,1.204,6.38,5.149,6.25276
91,HR 858 c,Transiting Exoplanet Survey Satellite (TESS),5.973865,1.979,3.8,0,6354,1.258,1.204,6.38,5.149,6.25276
92,HR 858 d,Transiting Exoplanet Survey Satellite (TESS),11.230511,2.001,7.1,0,6354,1.258,1.204,6.38,5.149,6.25276
94,L 168-9 b,Transiting Exoplanet Survey Satellite (TESS),1.40152604,1.63,4.07,0,3842,0.604,0.614,11.005,7.082,10.2316
95,L 98-59 b,Transiting Exoplanet Survey Satellite (TESS),2.253114,0.837,0.46,0.031,3415,0.3155,0.2923,11.685,7.101,10.5976
96,L 98-59 c,Transiting Exoplanet Survey Satellite (TESS),3.6906764,1.329,2,0.002,3415,0.3155,0.2923,11.685,7.101,10.5976
97,L 98-59 d,Transiting Exoplanet Survey Satellite (TESS),7.450729,1.627,1.64,0.006,3415,0.3155,0.2923,11.685,7.101,10.5976
102,LHS 1815 b,Transiting Exoplanet Survey Satellite (TESS),3.814334,1.088,1.58,0,3643,0.501,0.502,12.167,7.993,11.2362
105,LP 714-47 b,Transiting Exoplanet Survey Satellite (TESS),4.052037,4.7,30.8,0.04,3950,0.584,0.59,12.492,8.626,11.7282
107,LP 791-18 c,Transiting Exoplanet Survey Satellite (TESS),4.9899093,2.438,7.1,8.00E-05,2960,0.182,0.139,16.91,10.644,15.0715
110,LTT 1445 A c,Transiting Exoplanet Survey Satellite (TESS),3.1239035,1.147,1.54,0.223,3340,0.265,0.257,10.59,6.496,10.0469
111,LTT 3780 b,Transiting Exoplanet Survey Satellite (TESS),0.76837931,1.325,2.46,0,3358,0.38,0.381,13.14,8.204001,11.8465
112,LTT 3780 c,Transiting Exoplanet Survey Satellite (TESS),12.252284,2.39,8.04,0.024,3358,0.38,0.381,13.14,8.204001,11.8465
113,LTT 9779 b,Transiting Exoplanet Survey Satellite (TESS),0.792052,4.72,29.32,0,5443,0.949,1.02,9.79,8.016,9.60006
114,NGTS-11 b,Transiting Exoplanet Survey Satellite (TESS),35.45533,9.157753,109.33352,0.13,5050,0.832,0.862,12.456,10.315,12.1895
115,NGTS-20 b,Transiting Exoplanet Survey Satellite (TESS),54.18915,11.99360935,947.1286529,0.432,5980,1.78,1.47,11.233,9.83,11.0313
116,NGTS-27 b,Transiting Exoplanet Survey Satellite (TESS),3.3704181,15.64773706,188.4722454,0,5700,1.77,1.07,13.523,11.859,13.3475
117,NGTS-30 b,Transiting Exoplanet Survey Satellite (TESS),98.29838,10.40193409,305.1152707,0.294,5455,0.913,0.94,12.537,10.501,12.1755
118,NGTS-31 b,Transiting Exoplanet Survey Satellite (TESS),4.162734,18.04645893,355.9678158,0,5710,1.7,0.96,13.519,11.775,13.303
119,NGTS-33 b,Transiting Exoplanet Survey Satellite (TESS),2.827972,18.38272835,1153.717117,0,7437,1.47,1.6,11.604,10.408,11.3976
120,Ross 176 b,Transiting Exoplanet Survey Satellite (TESS),5.0066338,1.84,4.57,0.25,4041,0.569,0.577,11.524,8.419,11.2715
121,TIC 139270665 b,Transiting Exoplanet Survey Satellite (TESS),23.624,7.22979255,147.1545524,0.105,5844,1.016,1.035,10.385,8.946,10.1805
122,TIC 172900988 b,Transiting Exoplanet Survey Satellite (TESS),200.452,11.25,942,0.0271,6050,1.3842,1.2384,10.141,8.762,10.0477
123,TIC 237913194 b,Transiting Exoplanet Survey Satellite (TESS),15.168865,12.520453,617.22586,0.575,5788,1.088,1.026,12.144,10.485,11.9371
124,TIC 241249530 b,Transiting Exoplanet Survey Satellite (TESS),165.7719,13.29385111,1582.785467,0.9412,6166,1.397,1.271,11.908,10.192,11.565
125,TIC 257060897 b,Transiting Exoplanet Survey Satellite (TESS),3.66003639,17.26183028,201.50321,0.039,5993,1.863,1.187,11.814,10.387,11.6659
126,TIC 279401253 b,Transiting Exoplanet Survey Satellite (TESS),76.8,11.2089807,1951.466419,0.448,5951,1.06,1.13,11.938,10.345,11.6965
127,TIC 365102760 b,Transiting Exoplanet Survey Satellite (TESS),4.21285367,6.21,19.2,0.406,4900,3.13,1.17,12.154,9.788,11.9772
128,TIC 393818343 b,Transiting Exoplanet Survey Satellite (TESS),16.24921,12.18416202,1379.375286,0.6058,5756,1.086,1.082,9.48,8.052,9.429071
131,TIC 46432937 b,Transiting Exoplanet Survey Satellite (TESS),1.44044527,13.31626907,1017.050902,0.009,3572,0.5299,0.563,14.268,10.195,13.433
132,TIC 4672985 b,Transiting Exoplanet Survey Satellite (TESS),69.048,11.5004142,4049.133905,0.018,5757,1.15,1.01,11.501,9.97,11.4442
134,TOI-1011 b,Transiting Exoplanet Survey Satellite (TESS),2.470498,1.45,4.04,0,5475,0.92,0.91,8.94,7.109,8.72937
135,TOI-1052 b,Transiting Exoplanet Survey Satellite (TESS),9.139703,2.87,16.9,0.18,6146,1.264,1.204,9.511,8.246,9.39972
136,TOI-1062 b,Transiting Exoplanet Survey Satellite (TESS),4.11296,2.265,10.15,0.177,5328,0.84,0.94,10.249,8.296,10.0008
137,TOI-1064 b,Transiting Exoplanet Survey Satellite (TESS),6.443868,2.587,13.5,0.047,4734,0.726,0.748,10.938,8.467,10.6491
138,TOI-1064 c,Transiting Exoplanet Survey Satellite (TESS),12.226574,2.651,2.5,0.088,4734,0.726,0.748,10.938,8.467,10.6491
139,TOI-1075 b,Transiting Exoplanet Survey Satellite (TESS),0.6047328,1.791,9.95,0,3875,0.581,0.604,12.615,9.115,12.0544
140,TOI-1107 b,Transiting Exoplanet Survey Satellite (TESS),4.0782387,14.57167491,1064.725163,0.025,6311,1.81,1.35,10.553,9.205,10.3745
141,TOI-1117 b,Transiting Exoplanet Survey Satellite (TESS),2.22816,2.46,8.9,0,5635,1.05,0.97,11.016,9.385,10.8621
142,TOI-1130 b,Transiting Exoplanet Survey Satellite (TESS),4.074554,3.66,19.8,0.052162,4360,0.697,0.745,11.595,8.351,10.9028
143,TOI-1130 c,Transiting Exoplanet Survey Satellite (TESS),8.3501898,13,336,0.0398,4360,0.697,0.745,11.595,8.351,10.9028
151,TOI-1173 b,Transiting Exoplanet Survey Satellite (TESS),7.06466,9.19,27.4,0.023,5350,0.934,0.911,11.038,9.134,10.8041
154,TOI-1181 b,Transiting Exoplanet Survey Satellite (TESS),2.103189,17.02644168,374.7196919,0.011,6054,1.961,1.467,10.582,9.22,10.4776
156,TOI-1194 b,Transiting Exoplanet Survey Satellite (TESS),2.3106446,8.71664516,120,0,5394,0.9608,0.9835,11.302,9.34,10.9887
157,TOI-1199 b,Transiting Exoplanet Survey Satellite (TESS),3.671463,10.5140239,75.96098927,0.03,5710,1.45,1.23,11.093,9.466,10.8853
158,TOI-1201 b,Transiting Exoplanet Survey Satellite (TESS),2.4919863,2.415,6.28,0,3476,0.508,0.512,12.26,8.646,12.0966
159,TOI-1203 d,Transiting Exoplanet Survey Satellite (TESS),25.502672,2.918,7.39,0.032,5737,1.179,0.886,8.59,6.997,8.42196
161,TOI-1221 b,Transiting Exoplanet Survey Satellite (TESS),91.68278,2.91,1112.399425,0.21,5592,1.031,0.93,10.494,9.036,10.5262
165,TOI-1231 b,Transiting Exoplanet Survey Satellite (TESS),24.245586,3.65,15.4,0.087,3553,0.476,0.485,12.36,8.069,11.36
166,TOI-1235 b,Transiting Exoplanet Survey Satellite (TESS),3.444714,1.69,6.69,0.049,3997,0.619,0.63,11.495,7.893,10.8492
167,TOI-1238 b,Transiting Exoplanet Survey Satellite (TESS),0.764597,1.21,3.76,0.25,4089,0.58,0.59,12.796,9.184,12.2219
168,TOI-1238 c,Transiting Exoplanet Survey Satellite (TESS),3.294736,2.11,8.32,0.15,4089,0.58,0.59,12.796,9.184,12.2219
171,TOI-1246 c,Transiting Exoplanet Survey Satellite (TESS),5.904137,2.45109846,9.1,0,5213,0.8649,0.8889,11.632,9.907,11.7291
172,TOI-1246 d,Transiting Exoplanet Survey Satellite (TESS),18.654874,3.43139739,5.4,0,5213,0.8649,0.8889,11.632,9.907,11.7291
173,TOI-1246 e,Transiting Exoplanet Survey Satellite (TESS),37.92548,3.5141875,14.5,0,5213,0.8649,0.8889,11.632,9.907,11.7291
174,TOI-1248 b,Transiting Exoplanet Survey Satellite (TESS),4.3601561,6.8084859,27.4,0,5205,0.8686,0.9042,11.806,9.87,11.6512
175,TOI-1249 b,Transiting Exoplanet Survey Satellite (TESS),13.079151,3.2710301,11.9,0,5497,0.9785,1.0062,11.089,9.126,10.6987
176,TOI-125 b,Transiting Exoplanet Survey Satellite (TESS),4.65382,2.726,9.5,0.194,5320,0.848,0.859,11.023,8.995,10.718
177,TOI-125 c,Transiting Exoplanet Survey Satellite (TESS),9.15059,2.759,6.63,0.066,5320,0.848,0.859,11.023,8.995,10.718
178,TOI-125 d,Transiting Exoplanet Survey Satellite (TESS),19.98,2.93,13.6,0.168,5320,0.848,0.859,11.023,8.995,10.718
179,TOI-1259 A b,Transiting Exoplanet Survey Satellite (TESS),3.477978,11.45557828,140.1623275,0,4775,0.711,0.744,12.079,9.619,11.8104
180,TOI-1260 b,Transiting Exoplanet Survey Satellite (TESS),3.127463,2.41,8.56,0,4227,0.672,0.679,11.922,8.95,11.5743
181,TOI-1260 c,Transiting Exoplanet Survey Satellite (TESS),7.493134,2.76,13.2,0,4227,0.672,0.679,11.922,8.95,11.5743
182,TOI-1260 d,Transiting Exoplanet Survey Satellite (TESS),16.608164,3.12,11.84,0,4227,0.672,0.679,11.922,8.95,11.5743
183,TOI-1266 b,Transiting Exoplanet Survey Satellite (TESS),10.8945,2.52,4.46,0.039,3563,0.4232,0.437,12.941,8.84,12.1222
184,TOI-1266 c,Transiting Exoplanet Survey Satellite (TESS),18.8027,1.98,3.17,0.071,3563,0.4232,0.437,12.941,8.84,12.1222
186,TOI-1268 b,Transiting Exoplanet Survey Satellite (TESS),8.1577094,9.1,96.4,0.105,5300,0.92,0.96,10.92,8.911,10.692
187,TOI-1269 b,Transiting Exoplanet Survey Satellite (TESS),4.2529913,2.40144286,6.4,0,5499,0.8521,0.9027,11.618,9.89,11.4712
188,TOI-1272 b,Transiting Exoplanet Survey Satellite (TESS),3.31599,4.13204907,27,0.35,5065,0.7934,0.8772,11.758,9.701,11.6
189,TOI-1273 b,Transiting Exoplanet Survey Satellite (TESS),4.631296,11.09689089,70.55790635,0.055,5690,1.06,1.06,10.98,9.417,10.8662
190,TOI-1278 b,Transiting Exoplanet Survey Satellite (TESS),14.47567,12.21778896,5879.82553,0.013,3799,0.573,0.54,13.502,9.735,12.7543
191,TOI-1279 b,Transiting Exoplanet Survey Satellite (TESS),9.61419,2.66146528,10.6,0,5457,0.8426,0.8784,10.714,8.887,10.4785
193,TOI-1288 b,Transiting Exoplanet Survey Satellite (TESS),2.6998279,4.96846551,44.1,0,5388,0.9583,0.9552,10.445,8.779,10.4468
194,TOI-1294 b,Transiting Exoplanet Survey Satellite (TESS),3.915292,10.12369881,63.9,0,5718,1.5566,1.1578,11.314,9.964,11.3998
195,TOI-1295 b,Transiting Exoplanet Survey Satellite (TESS),3.1968838,15.69257298,451.3163379,0.024,6280,1.7,1.38,11.303,10.08,11.1307
196,TOI-1296 b,Transiting Exoplanet Survey Satellite (TESS),3.9443736,14.11645916,95.3,0,5567,1.7031,1.1576,11.37,9.742,11.2912
197,TOI-1298 b,Transiting Exoplanet Survey Satellite (TESS),4.537143,9.65807033,99,0,5752,1.4536,1.2187,11.889,10.012,11.4038
199,TOI-132 b,Transiting Exoplanet Survey Satellite (TESS),2.1097019,3.42,22.4,0.059,5397,0.9,0.97,11.197,9.646,11.3208
200,TOI-1333 b,Transiting Exoplanet Survey Satellite (TESS),4.720219,15.647764,753.2571,0.073,6274,1.925,1.464,9.438,8.272,9.35039
204,TOI-1347 b,Transiting Exoplanet Survey Satellite (TESS),0.84742346,1.8,11.1,0,5464,0.83,0.913,11.168,9.616,11.2087
205,TOI-1347 c,Transiting Exoplanet Survey Satellite (TESS),4.841962,1.6,6.4,0,5464,0.83,0.913,11.168,9.616,11.2087
206,TOI-1386 b,Transiting Exoplanet Survey Satellite (TESS),25.8401,6.2163865,45.8,0,5735,1.0235,1.0363,10.61,9.086,10.5069
208,TOI-1408 b,Transiting Exoplanet Survey Satellite (TESS),4.42587,25,593,0.0023,6117,1.53,1.312,9.270001,8.078,9.18795
209,TOI-1408 c,Transiting Exoplanet Survey Satellite (TESS),2.1664,2.22,7.6,0.1353,6117,1.53,1.312,9.270001,8.078,9.18795
210,TOI-1410.01,Transiting Exoplanet Survey Satellite (TESS),1.21687,3.10083009,12.5,0,4635,0.7558,0.7941,11.111,8.577,10.8746
211,TOI-1411 b,Transiting Exoplanet Survey Satellite (TESS),1.4520527,1.19880592,2,0,4115,0.614,0.6045,10.51,7.25,9.87723
212,TOI-1416 b,Transiting Exoplanet Survey Satellite (TESS),1.0697568,1.62,3.48,0,4884,0.793,0.798,9.91,7.708,9.65254
213,TOI-1420 b,Transiting Exoplanet Survey Satellite (TESS),6.9561063,11.89,25.1,0.17,5510,0.923,0.987,11.655,10.119,11.738
214,TOI-1422 b,Transiting Exoplanet Survey Satellite (TESS),12.9972,3.96,9,0.04,5840,1.019,0.981,10.622,9.19,10.5521
215,TOI-1431 b,Transiting Exoplanet Survey Satellite (TESS),2.650237,16.70138124,991.6246298,0.0022,7690,1.92,1.9,8.03,7.439,7.97561
216,TOI-1437 b,Transiting Exoplanet Survey Satellite (TESS),18.840942,2.24,9.6,0.17,6008,1.17,1.1,9.173,7.817,9.07928
217,TOI-1438 b,Transiting Exoplanet Survey Satellite (TESS),5.13967,3.04,9.4,0,5230,0.82,0.876,10.957,9.09,10.8549
218,TOI-1438 c,Transiting Exoplanet Survey Satellite (TESS),9.428089,2.75,10.6,0,5230,0.82,0.876,10.957,9.09,10.8549
219,TOI-1439 b,Transiting Exoplanet Survey Satellite (TESS),27.644,4.2427861,38.5,0.157,5841,1.6184,1.2313,10.55,9.053001,10.4168
221,TOI-1443 b,Transiting Exoplanet Survey Satellite (TESS),23.540678,2.30381001,30,0,5224,0.7511,0.7663,10.675,8.674,10.4596
222,TOI-1444 b,Transiting Exoplanet Survey Satellite (TESS),0.4702743,1.41792246,3.58,0,5460,0.9105,0.9513,10.936,9.061,10.6417
223,TOI-1448 b,Transiting Exoplanet Survey Satellite (TESS),8.112245,2.749,19.5,0.36,3412,0.38,0.372,15.678,10.765,14.4005
225,TOI-1451 b,Transiting Exoplanet Survey Satellite (TESS),16.537944,2.61143902,15.2,0,5801,1.0162,1.0022,9.584,8.073,9.42861
226,TOI-1452 b,Transiting Exoplanet Survey Satellite (TESS),11.06201,1.672,4.82,0,3185,0.275,0.249,14.354,9.74,13.6233
227,TOI-1453 b,Transiting Exoplanet Survey Satellite (TESS),4.3135225,1.173,2.32,0,4975,0.72,0.715,11.113,8.686,10.7265
228,TOI-1453 c,Transiting Exoplanet Survey Satellite (TESS),6.5886982,2.224,2.95,0,4975,0.72,0.715,11.113,8.686,10.7265
230,TOI-1468 b,Transiting Exoplanet Survey Satellite (TESS),1.8805201,1.401,3.04,0.0099,3376,0.3714,0.3527,12.5,8.497,12.1172
231,TOI-1468 c,Transiting Exoplanet Survey Satellite (TESS),15.532477,2.126,4.1,0.111,3376,0.3714,0.3527,12.5,8.497,12.1172
232,TOI-1470 b,Transiting Exoplanet Survey Satellite (TESS),2.527093,2.18,7.32,0.3,3709,0.469,0.471,13.459,9.283,12.5555
233,TOI-1470 c,Transiting Exoplanet Survey Satellite (TESS),18.08816,2.47,7.24,0.5,3709,0.469,0.471,13.459,9.283,12.5555
234,TOI-1472 b,Transiting Exoplanet Survey Satellite (TESS),6.36381,4.15964583,16.5,0,5133,0.8377,0.9154,11.302,9.277,11.1107
